Season,Rk,Player,Pos,Age_nba,Tm_nba,G_nba,GS_nba,MP_nba,FG_nba,FGA_nba,FG%_nba,3P_nba,3PA_nba,3P%_nba,2P_nba,2PA_nba,2P%_nba,FT_nba,FTA_nba,FT%_nba,ORB_nba,DRB_nba,TRB_nba,AST_nba,STL_nba,BLK_nba,TOV_nba,PF_nba,PTS_nba,Tm_gleague,Age_gleague,G_gleague,GS_gleague,MP_gleague,FG_gleague,FGA_gleague,FG%_gleague,3P_gleague,3PA_gleague,3P%_gleague,2P_gleague,2PA_gleague,2P%_gleague,FT_gleague,FTA_gleague,FT%_gleague,ORB_gleague,DRB_gleague,TRB_gleague,AST_gleague,STL_gleague,BLK_gleague,TOV_gleague,PF_gleague,PTS_gleague
2017,357,Marshall Plumlee,C,24,NYK,21,1,170,3.4,6.4,0.533,0,0,NA,3.4,6.4,0.533,1.7,4,0.421,4.9,5.9,10.8,2.1,0.8,0.8,2.5,4.9,8.5,WES,24,15,15,461,5.3,9.4,0.562,0,0,NA,5.3,9.4,0.562,3.8,6.2,0.62,3.4,7.3,10.7,0.9,0.7,1.5,2.8,3.1,14.4
2017,368,Tim Quarterman,SG,22,POR,16,0,80,5.9,13.1,0.448,2.3,5.9,0.385,3.6,7.2,0.5,0,1.4,0,1.8,4.5,6.3,5,0.9,1.4,5,2.7,14,TOT,22,22,14,678,5,13.9,0.364,1,4.7,0.216,4,9.2,0.439,2,2.7,0.725,1.7,5.6,7.3,8.3,2,0.4,4.2,2.7,13.1
2017,369,Chasson Randle,PG,23,TOT,26,0,299,4.8,11.8,0.408,1.9,5.7,0.34,2.9,6.1,0.471,4.9,5.2,0.953,0.7,3.1,3.9,4.1,1.1,0.2,2.3,4.7,16.5,TOT,23,21,21,681,7.5,17.6,0.426,2.9,7,0.417,4.6,10.6,0.433,4.9,6,0.814,0.7,3.2,3.9,4.2,1.2,0.2,3.9,3.8,22.8
2017,375,Malachi Richardson,SG,21,SAC,22,0,198,5.1,12.4,0.412,1.5,5.1,0.286,3.6,7.3,0.5,2.7,3.5,0.789,0.5,3.6,4.2,2,0.9,0.2,1.5,4.2,14.4,REN,21,11,10,385,6.5,15.1,0.426,2.1,4.7,0.44,4.4,10.5,0.42,6.6,8.7,0.763,0.4,4,4.4,1.5,0.9,0,3.6,3.4,21.6
2017,398,Wayne Selden,SG,22,TOT,14,5,236,3.8,8.8,0.431,1.1,4.3,0.25,2.7,4.6,0.6,2.1,3.4,0.636,0.2,2.3,2.4,2,0.9,0.2,1.8,2.7,10.8,IOW,22,35,21,1070,8,17.9,0.449,2.6,7.3,0.349,5.5,10.6,0.519,3.1,4.8,0.65,1.5,4.1,5.6,3.4,1,0.6,2.8,2.2,21.8
2017,426,Hollis Thompson,SG,25,TOT,40,9,752,3.7,9.6,0.385,1.5,4.5,0.337,2.2,5,0.429,0.9,1.4,0.655,0.9,4.5,5.4,1.7,1,0.3,0.5,3.3,9.8,AUS,25,16,7,426,7.3,15,0.486,2.1,4.8,0.439,5.2,10.1,0.508,2.8,3.5,0.786,1.4,5.2,6.5,1.8,0.9,0.6,1.7,4.1,19.4
2017,442,Fred VanVleet,PG,22,TOR,37,0,294,4.8,13.6,0.351,1.3,3.6,0.379,3.4,10,0.341,2.2,2.7,0.818,0.5,4.7,5.1,4.3,2,0.4,1.8,4.4,13.1,RAP,22,16,16,518,6.2,15.2,0.406,1.5,3.8,0.407,4.7,11.5,0.406,4.9,5.8,0.843,0.8,3.1,3.9,8.5,1.7,0.1,3.1,2.2,18.8
2017,456,Briante Weber,PG,24,TOT,20,0,205,4.4,10.5,0.417,0.2,1.8,0.1,4.2,8.8,0.48,1.9,2.8,0.688,1.4,3.2,4.6,3.7,2.1,0.2,1.4,2.8,10.9,SFL,24,31,31,1141,6.2,13.5,0.455,1.2,3.3,0.356,5,10.3,0.486,2.7,3.4,0.778,1.6,5.7,7.4,7.2,3.2,0.2,3,2.7,16.1
2017,459,Okaro White,PF,24,MIA,35,0,471,2.5,6.6,0.379,0.9,2.6,0.353,1.6,4.1,0.396,1.5,1.7,0.909,1.9,4.4,6.3,1.6,0.8,0.8,1.4,4,7.5,SFL,24,23,23,759,6.8,15.6,0.439,1.8,6,0.302,5,9.6,0.525,4.6,5.4,0.86,2.8,6.8,9.5,1.9,1.2,0.6,3.4,4.4,20.1
2017,470,Troy Williams,SF,22,TOT,30,16,557,4.7,10.8,0.437,1.2,4,0.29,3.6,6.8,0.524,1.4,2.1,0.656,1,3.5,4.5,1.6,1.7,0.6,2.1,3.9,12,TOT,22,33,15,749,8.6,18.6,0.461,2.5,7.5,0.331,6.1,11,0.55,4.1,5.6,0.726,1.6,5.5,7.1,2.5,1.4,0.2,3.2,4.5,23.7
2017,471,Kyle Wiltjer,PF,24,HOU,14,0,44,3.3,11.5,0.286,3.3,10.6,0.308,0,0.8,0,0.8,1.6,0.5,3.3,4.9,8.2,1.6,2.5,0.8,4.1,3.3,10.6,RIO,24,22,22,789,7.1,17.1,0.416,3.7,9.8,0.377,3.4,7.3,0.469,2.6,3,0.864,1.4,5.1,6.4,1.7,0.5,0.8,2,2.3,20.5
2017,474,Christian Wood,PF,21,CHO,13,0,107,4,7.7,0.522,0,1.7,0,4,6.1,0.667,3.7,5,0.733,4.7,5,9.8,0.7,1,2,2.4,3.7,11.8,SWR,21,18,16,540,8.9,17.5,0.506,0.8,3.4,0.235,8.1,14.1,0.571,4.9,6.8,0.725,3,9.1,12.1,1.3,0.5,3.1,2.7,2.7,23.5
2017,484,Stephen Zimmerman,C,20,ORL,19,0,108,3.3,10.3,0.323,0,0,NA,3.3,10.3,0.323,1,1.7,0.6,3.7,8,11.7,1.3,0.7,1.7,1,5.7,7.7,ERI,20,21,21,627,6.7,13.8,0.485,0,0.1,0,6.7,13.8,0.488,2.7,4.4,0.618,2.6,8,10.7,1.7,1.4,1.6,2.8,4.5,16.1
2017,486,Ivica Zubac,C,19,LAL,38,11,609,7.4,14.1,0.529,0,0.2,0,7.4,13.9,0.536,1.9,2.9,0.653,2.4,7,9.4,1.8,0.8,2,1.8,3.9,16.8,LOS,19,14,14,421,8,13.8,0.584,0.3,0.9,0.364,7.7,12.8,0.6,2.5,3,0.829,2.5,9.1,11.6,1.5,0.3,1.2,3.8,4.1,18.9
2018,9,Kadeem Allen,PG,25,BOS,18,1,107,2,7.4,0.273,0,3.7,0,2,3.7,0.545,2.4,3,0.778,1.3,2.4,3.7,4,1,0.7,3,5,6.4,MAI,25,34,33,1173,7,15.6,0.449,1.3,4.3,0.3,5.7,11.3,0.505,3.2,4.4,0.732,1.6,4.2,5.7,5.1,2.3,0.7,2.5,2.5,18.5
2018,15,Ike Anigbogu,C,19,IND,11,0,30,4.8,10.8,0.444,0,0,NA,4.8,10.8,0.444,6,7.2,0.833,6,4.8,10.8,0,1.2,3.6,2.4,1.2,15.6,FOR,19,20,20,491,5.4,10.3,0.525,0,0.1,0,5.4,10.2,0.532,1.9,2.7,0.703,2.1,7.2,9.3,1.6,0.4,2.5,1.8,3.7,12.8
2018,19,Ryan Arcidiacono,PG,23,CHI,24,0,304,2,4.9,0.415,1.1,3.7,0.29,0.9,1.2,0.8,0.6,0.7,0.833,0.1,2.8,3,4.1,1.5,0,1.5,2.1,5.7,WCB,23,37,37,1463,4.2,9.2,0.456,1.8,4.1,0.446,2.3,5,0.463,2.5,3,0.833,0.5,4.1,4.6,7.8,1.6,0.1,2.5,2.7,12.7
2018,22,Jamel Artis,SG,25,ORL,15,1,279,4,10.2,0.392,1,3.7,0.276,3,6.5,0.46,0.9,1.5,0.583,0.5,4.4,4.9,2.3,0.3,0.4,1,1.4,9.9,LKL,25,46,46,1727,7.1,15.3,0.463,1.9,5.3,0.348,5.2,9.9,0.525,2.7,3.4,0.79,1.4,4.3,5.6,2.3,1.2,0.4,2.2,2.4,18.7
2018,46,Khem Birch,C,25,ORL,42,0,578,4.2,7.8,0.54,0,0,NA,4.2,7.8,0.54,2.6,3.8,0.689,4.4,6.9,11.2,2.1,0.9,1.3,1.3,3.5,11.1,LKL,25,21,20,668,6.3,10.5,0.603,0,0,NA,6.3,10.5,0.603,3.2,4,0.787,3.7,7.2,10.9,2.7,1.3,2.9,2.4,3.1,15.8
2018,47,Jabari Bird,SG,23,BOS,13,1,115,4.7,8.1,0.577,0.9,2.2,0.429,3.8,5.9,0.632,1.9,4.1,0.462,1.9,4.1,5.9,2.5,0.9,0.3,2.5,2.2,12.2,MAI,23,20,20,703,7.9,15.4,0.517,1.9,6,0.325,6,9.4,0.639,1.9,3.2,0.597,1.7,4.1,5.9,2.8,1.4,0.5,2.3,1.9,19.7
2018,51,Antonio Blakeney,SG,21,CHI,19,0,314,6.1,16.4,0.371,1.7,6,0.288,4.4,10.4,0.418,3.4,4.5,0.769,0.5,3.3,3.8,2.3,0.8,0.1,1.3,2.2,17.3,WCB,21,32,32,1224,10.3,22.4,0.462,2.6,7.5,0.354,7.7,14.9,0.516,6.8,7.9,0.862,0.7,5.6,6.3,3.7,1.1,0.4,2.7,1.7,30.1
2018,71,Lorenzo Brown,PG,27,TOR,14,0,139,3.6,8.8,0.412,0.5,3.1,0.167,3.1,5.7,0.545,0.5,0.5,1,0.3,3.6,3.9,3.4,1.3,0,0.8,1.8,8.3,RAP,27,32,32,1064,7.9,16.8,0.468,1.2,3.6,0.33,6.7,13.3,0.505,3.3,4.2,0.792,0.6,5,5.6,9.6,1.9,0.2,4,2.3,20.3
2018,75,Thomas Bryant,C,20,LAL,15,0,72,4,10.5,0.381,0.5,5,0.1,3.5,5.5,0.636,2.5,4.5,0.556,1.5,7,8.5,3,0.5,1,1,3,11,SBL,20,37,35,1135,9,15.1,0.597,2.1,5.8,0.364,6.9,9.3,0.743,2.9,4.4,0.674,2.3,6.3,8.6,2.4,0.7,1.7,1.9,2.6,23.1
2018,77,Trey Burke,PG,25,NYK,36,9,785,8.9,17.6,0.503,1.7,4.8,0.362,7.1,12.8,0.556,1.7,2.6,0.649,0.6,2.7,3.3,7.8,1.1,0.2,2,2,21.1,WES,25,26,26,961,9.6,19.7,0.489,2.6,6.2,0.418,7,13.5,0.521,4,4.9,0.831,0.6,2.6,3.2,5.2,1.9,0.2,2.7,1.7,25.9
2018,80,Dwight Buycks,PG,28,DET,29,0,427,6.9,16.7,0.414,1.3,3.8,0.333,5.6,12.9,0.438,3,3.5,0.878,1,2.4,3.5,5,1.6,0.2,3.3,3.3,18.1,GRR,28,10,10,356,8.4,19.3,0.435,2,5.7,0.357,6.4,13.7,0.467,3.5,4.4,0.795,0.7,3.6,4.3,3.8,0.9,0.1,3,1.5,22.3
2018,81,Bruno Caboclo,SF,22,TOT,12,0,107,3,10.4,0.29,1,5.7,0.176,2,4.7,0.429,1.7,2,0.833,2.4,5,7.4,1.3,1,1.3,1.3,2.7,8.7,TOT,22,36,34,1088,6.1,15.2,0.398,2.8,8.2,0.341,3.2,7,0.464,2,2.3,0.831,2.1,5.6,7.7,1.6,1.6,1.9,2.3,2.9,16.9
2018,89,Alex Caruso,PG,23,LAL,37,7,562,3.2,7.4,0.431,0.8,2.8,0.302,2.4,4.7,0.507,1.3,1.9,0.7,1,3.2,4.2,4.8,1.5,0.6,2.7,3.3,8.6,SBL,23,29,25,889,7.6,15.3,0.499,1.7,4.5,0.387,5.9,10.8,0.545,5.3,6.4,0.824,0.9,3.6,4.5,9.1,2.3,0.5,4.9,3,22.3
2018,92,Tyler Cavanaugh,PF,23,ATL,39,1,518,4.7,10.6,0.441,2.2,6.2,0.36,2.4,4.4,0.556,1.2,1.5,0.81,3.1,5.7,8.8,1.9,0.6,0.3,1,4.2,12.7,HAW,23,11,5,260,8,16.5,0.487,3.2,7.1,0.451,4.8,9.4,0.515,2.8,2.9,0.952,4.2,6.9,11.1,0.7,0.7,0.7,1.8,4,22
2018,103,Kyle Collinsworth,SF,26,DAL,32,2,480,2.8,7.4,0.384,0.3,1.3,0.235,2.5,6.1,0.415,1.6,3,0.525,2.4,5.6,8,4.2,1.3,0.7,1.8,3.3,7.6,TEX,26,20,19,713,4.4,9.1,0.483,0.7,2.1,0.317,3.7,7,0.532,1.6,2.9,0.552,2.7,6.1,8.8,5.5,1.8,0.3,2.7,1.9,11.1
2018,108,Quinn Cook,PG,24,GSW,33,18,740,5.9,12.3,0.484,2.2,5.1,0.442,3.7,7.2,0.514,1.1,1.2,0.88,0.5,3.5,4,4.3,0.6,0,1.6,2.9,15.2,SAN,24,29,29,1042,9.3,17.7,0.524,2.9,6.6,0.437,6.4,11.2,0.576,3.9,4.1,0.95,0.5,4.2,4.7,8.1,1,0.3,3.9,2.2,25.4
2018,109,Charles Cooke,SG,23,NOP,13,0,38,1.9,13.3,0.143,0.9,7.6,0.125,0.9,5.7,0.167,0.9,1.9,0.5,0,1.9,1.9,0.9,0.9,0,0.9,0,5.7,TOT,23,25,10,633,6.8,15,0.452,1.4,5.1,0.278,5.3,9.8,0.543,3.1,5.2,0.604,1.1,4.5,5.7,2.6,1.9,0.5,3.5,2,18.1
2018,115,Torrey Craig,SF,27,DEN,39,5,629,3.5,7.8,0.453,1,3.3,0.293,2.6,4.5,0.57,1.3,2,0.629,2.3,5,7.3,1.4,0.7,0.9,1.1,3.6,9.3,SFL,NA,15,12,523,8.5,17.8,0.477,2.7,7,0.386,5.8,10.8,0.535,4.1,5.2,0.787,2.7,5.7,8.4,3.6,1.2,2.1,2.7,2.7,23.7
2018,134,Tyler Dorsey,SG,21,ATL,56,5,974,5.3,14.1,0.377,2.7,7.4,0.362,2.7,6.8,0.393,1.7,2.3,0.714,0.6,4.2,4.8,2.9,0.6,0.2,1.4,2.3,15,HAW,21,10,8,330,7.3,17,0.429,3.8,8.8,0.432,3.5,8.2,0.427,2.4,3.2,0.759,1.6,5.5,7.1,2.7,1.5,0.2,2,1.7,20.8
2018,135,Damyean Dotson,SG,23,NYK,44,2,474,5.5,12.2,0.447,1.7,5.2,0.324,3.8,7.1,0.538,1.2,1.7,0.696,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,WES,23,13,13,461,7.2,14.7,0.489,2.3,6.1,0.385,4.8,8.6,0.564,1.8,2.3,0.767,0.4,5.7,6.1,2.6,1,0.1,2.8,1.9,18.5
2018,136,Milton Doyle,SG,24,BRK,10,0,125,3.7,13.5,0.277,1.2,6.6,0.174,2.6,6.9,0.375,1.2,2.3,0.5,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,LIN,24,45,44,1591,7.7,18.4,0.418,3.3,9,0.371,4.3,9.3,0.464,2.2,2.9,0.778,1.2,5.2,6.3,4.5,1.5,0.5,3.4,2.9,20.9
2018,156,Kay Felder,PG,22,TOT,16,0,140,5.4,18,0.3,1,4.9,0.211,4.4,13.1,0.333,2.8,3.1,0.917,0.8,3.9,4.6,5.1,0.8,0.3,4.1,2.8,14.7,TOT,22,20,19,600,7.3,17.8,0.411,1.7,5.3,0.318,5.6,12.5,0.45,3.8,4.3,0.887,0.8,3.7,4.6,6.9,1.9,0.5,4.3,3.4,20.1
2018,203,Shaquille Harrison,PG,24,PHO,23,2,384,5.5,11.6,0.476,0.6,2.4,0.231,5,9.2,0.541,2.6,3.6,0.737,0.8,4.9,5.7,5.2,2.4,0.7,2.1,3.9,14.2,NAS,24,36,7,1076,5.2,11.1,0.462,1.1,3.5,0.321,4,7.6,0.529,1.8,2.8,0.655,1.4,4.2,5.6,4.2,2.3,0.5,2.1,3.1,13.3
2018,209,Myke Henry,SF,25,MEM,20,0,378,3.9,10.4,0.376,1.8,5.5,0.328,2.1,4.9,0.431,0.6,1,0.6,1,2.7,3.6,2.1,3,0.6,1.8,2.7,10.2,TOT,25,38,1,1076,7.6,15.1,0.502,2.6,6.6,0.394,5,8.4,0.587,3.1,4.1,0.754,1.1,5.5,6.6,2.7,2,0.7,3,3.5,20.8
2018,214,Isaiah Hicks,PF,23,NYK,18,0,240,5,10.8,0.458,0.3,1.4,0.222,4.6,9.5,0.492,1.8,2.7,0.667,1.5,4.6,6.1,2.4,0.3,0.6,2.4,6.8,12,WES,23,37,36,1093,7.4,12.9,0.577,0.1,0.3,0.333,7.3,12.6,0.582,4.1,5,0.809,3.2,6.3,9.5,1.8,1,2.5,2.6,4.8,19
2018,219,Darrun Hilliard,SG,24,SAS,14,0,95,1.9,7.2,0.263,0,2.3,0,1.9,4.9,0.385,2.3,2.7,0.857,0,2.7,2.7,4.2,0.8,0,1.5,2.7,6.1,AUS,24,36,31,1023,9.2,19.4,0.475,2.8,7,0.4,6.4,12.3,0.517,5,5.9,0.845,0.6,5.1,5.7,4.8,1.3,0.4,4,2.5,26.2
2018,222,John Holland,SF,29,CLE,24,0,174,3.5,12.2,0.288,2.3,7.4,0.306,1.2,4.8,0.261,1.9,2.7,0.692,1.2,3.7,5,1,1.4,0.4,1.7,2.1,11.2,CAN,29,24,23,788,6.8,16.3,0.419,3.1,8.7,0.358,3.7,7.6,0.488,2.9,3.8,0.759,0.6,3.3,4,3,1.8,0.1,2.6,2.8,19.6
2018,228,Danuel House,SG,24,PHO,23,3,403,5,11.5,0.434,1.3,5.2,0.259,3.7,6.3,0.577,2.2,2.8,0.806,1.2,5.6,6.8,2.2,0.6,0.5,1,2.1,13.6,TOT,24,35,23,1128,6.5,14.1,0.465,3.1,8,0.386,3.4,6.1,0.568,3.8,4.7,0.815,1,5.3,6.3,3.1,1.2,0.5,2.6,2.3,20
2018,244,Demetrius Jackson,PG,23,TOT,15,0,80,3.2,8.1,0.389,0.5,3.2,0.143,2.7,5,0.545,0.5,0.9,0.5,2.3,3.2,5.4,4.1,2.3,0.5,4.5,3.2,7.2,TOT,23,26,15,749,6.6,14.3,0.465,1.8,5,0.359,4.9,9.3,0.521,3.4,4.2,0.807,1.1,3.5,4.5,5.4,1.5,0.3,2.7,2.7,18.5
2018,255,Brice Johnson,PF,23,TOT,18,0,98,7.3,15.4,0.476,0,0.4,0,7.3,15.1,0.488,1.1,1.8,0.6,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8,TOT,23,26,23,714,7.3,15.1,0.48,0.7,2.7,0.264,6.6,12.5,0.526,2.3,3.1,0.726,2.1,10.2,12.3,1.8,1,1.3,3.3,3.7,17.5
2018,256,Dakari Johnson,C,22,OKC,31,6,161,4.9,8.7,0.564,0,0,NA,4.9,8.7,0.564,2.5,4.5,0.55,3.6,4,7.6,1.8,1.3,1.8,0.7,6,12.3,OKL,22,10,10,319,10.6,18.1,0.588,0,0,NA,10.6,18.1,0.588,5.1,8.1,0.625,5.9,5.4,11.3,3.4,0.3,1.2,3.5,3.2,26.3
2018,264,Damian Jones,C,22,GSW,15,0,89,4.4,8.9,0.5,0,0,NA,4.4,8.9,0.5,1.2,2,0.6,2,3.6,5.7,0.8,0.4,1.2,1.6,5.7,10.1,SAN,22,45,45,1378,7.3,10.7,0.678,0.1,0.1,0.5,7.2,10.6,0.68,3,4.3,0.697,2.8,6.7,9.5,2.3,0.7,2.6,2.4,3.7,17.6
2018,265,Derrick Jones Jr.,SF,20,TOT,20,8,245,3.1,7.8,0.396,0.4,2.6,0.167,2.6,5.1,0.514,2.4,3.5,0.667,3.1,2.5,5.6,1.3,0.6,1.9,1,3.5,9,TOT,20,29,22,841,7.9,15.8,0.497,2,5.8,0.338,5.9,10,0.59,3.9,5.7,0.692,2,7.3,9.3,2.3,1.6,2.2,2,3.2,21.7
2018,266,Jalen Jones,SF,24,TOT,16,0,181,5.2,13.5,0.382,2,5.2,0.385,3.2,8.4,0.381,2.4,3.8,0.632,2.6,5,7.6,0.8,1,0.2,1.4,4.4,14.7,TOT,24,32,21,1005,7.6,16.2,0.466,1.4,5.1,0.28,6.1,11.1,0.552,5.8,7.5,0.784,2.1,5.8,7.8,2.5,0.9,0.5,2.8,3.3,22.4
2018,277,Luke Kornet,PF,22,NYK,20,1,326,5.4,13.8,0.392,3.1,8.7,0.354,2.3,5.1,0.457,0.9,1.2,0.727,1.2,5.9,7.1,2.9,0.7,1.8,1.3,3.1,14.8,WES,22,36,35,1168,6.6,13.6,0.489,2.8,6.4,0.44,3.8,7.2,0.532,1.7,2.1,0.812,1.3,5.5,6.8,2.8,0.8,1.8,1.6,2.3,17.8
2018,290,Damion Lee,SG,25,ATL,15,11,404,5.5,13.5,0.408,1.3,5.3,0.25,4.2,8.2,0.511,2,2.6,0.759,1,5.3,6.3,2.6,1.7,0.1,1.2,2.2,14.3,SAN,25,38,13,1129,6.3,14,0.454,1.6,5.2,0.305,4.8,8.7,0.544,4.8,5.3,0.915,1,4.9,6,3.2,1.8,0.2,2.8,2.7,19.1
2018,310,Josh Magette,PG,28,ATL,18,0,216,2.5,7.7,0.326,1.3,3.7,0.364,1.2,4,0.292,1.3,1.3,1,0.3,2.8,3.2,9.5,1.3,0.2,1.5,2.7,7.7,HAW,28,36,34,1252,5.3,14.1,0.374,1.8,6,0.3,3.5,8.2,0.428,3.3,4.1,0.804,0.4,3.1,3.5,10.4,2,0.1,3.2,2.6,15.7
2018,325,Chris McCullough,PF,22,WAS,19,0,90,7.2,16.8,0.429,0.4,3.2,0.125,6.8,13.6,0.5,3.6,5.6,0.643,2.8,7.2,10,1.6,0,2,0.8,3.2,18.4,TOT,22,12,0,260,6.1,15.4,0.396,1,3.6,0.269,5.1,11.8,0.435,5.1,6.4,0.804,3.2,7.5,10.7,2.5,2.8,1.7,4,4.2,18.3
2018,330,Alfonzo McKinnie,SF,25,TOR,14,0,53,5.4,10.2,0.533,2,6.1,0.333,3.4,4.1,0.833,1.4,2,0.667,0.7,4.1,4.8,0.7,0.7,0.7,2,5.4,14.3,RAP,25,35,35,1047,6.5,14.6,0.447,1.9,5.3,0.348,4.7,9.3,0.504,1.9,2.6,0.714,2.2,6.9,9.1,1.6,0.9,0.4,2.5,3.1,16.8
2018,339,Malcolm Miller,SF,24,TOR,15,4,126,3.7,8,0.464,2.3,6,0.381,1.4,2,0.714,1.1,1.1,1,1.1,3.1,4.3,0.9,0.3,0.6,1.4,2.9,10.9,RAP,24,34,22,947,5.2,11.9,0.438,2.8,7.4,0.379,2.4,4.5,0.534,3,3.8,0.798,1.7,5,6.7,2.1,1.1,0.6,1.7,2.1,16.2
2018,355,Johnathan Motley,PF,22,DAL,11,4,176,8.2,15.3,0.533,0.2,1.2,0.167,8,14.1,0.565,3.1,5.7,0.536,2.9,7.2,10,1.4,0.6,0.4,1.8,3.7,19.6,TEX,22,34,34,1104,9.9,17.5,0.565,0.5,1.6,0.28,9.4,15.8,0.595,4.4,6.3,0.698,3.6,7.3,10.9,2.2,1,1.2,2.5,3.7,24.6
2018,380,Emeka Okafor,C,35,NOP,26,19,353,4.9,9.7,0.505,0,0,NA,4.9,9.7,0.505,1.8,2.2,0.818,4.8,7.4,12.2,0.8,0.8,2.5,1.3,3.1,11.6,DEL,35,26,19,518,5.1,8.4,0.612,0,0,NA,5.1,8.4,0.612,2.1,3,0.698,5.6,9,14.5,2.5,0.8,1.7,2.8,3,12.4
2018,389,Georgios Papagiannis,C,20,TOT,17,0,122,5.3,12.4,0.429,0,0,NA,5.3,12.4,0.429,0,0,NA,3.8,7.1,10.9,2.7,1.2,1.8,2.4,3.5,10.6,REN,20,10,10,271,8,15.3,0.522,0,0.1,0,8,15.1,0.526,2,2.5,0.789,3.7,9.2,12.9,1.5,0.5,2,3.2,4.4,17.9
2018,400,Gary Payton II,PG,25,TOT,23,6,221,4.9,12.1,0.405,1,4.1,0.24,3.9,8,0.49,0.5,1.5,0.333,2.1,5,7.2,3.4,1.1,0.5,1.1,4.9,11.2,TOT,25,20,5,581,8.6,18.3,0.47,1.2,4.8,0.247,7.4,13.6,0.548,3.2,4.4,0.718,1.8,5.9,7.7,5.7,2.5,0.8,4.2,3.8,21.6
2018,402,London Perrantes,PG,23,CLE,14,0,66,1.1,7.1,0.154,0,1.6,0,1.1,5.5,0.2,1.6,2.7,0.6,0.5,1.6,2.2,2.7,1.1,0.5,0.5,3.3,3.8,CAN,23,35,35,1279,3.9,10.4,0.378,1.6,5.1,0.309,2.4,5.3,0.444,2.3,2.7,0.835,0.4,2.9,3.3,7.7,1.2,0,2.9,2.7,11.7
2018,403,Alec Peters,PF,22,PHO,20,0,225,4.5,11.8,0.378,2.9,9.3,0.31,1.6,2.6,0.625,1.3,1.6,0.8,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1,NAS,22,35,35,1188,6.5,13.9,0.467,3.9,9.6,0.411,2.5,4.3,0.592,1.7,2,0.851,1.8,5.8,7.5,2.1,0.6,0.3,1.2,3,18.6
2018,416,Rodney Purvis,SG,23,ORL,16,2,290,4.3,13.3,0.327,1.6,6.5,0.25,2.7,6.8,0.4,1.6,1.9,0.867,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9,LKL,23,39,38,1481,7.2,16.8,0.426,2.9,7.3,0.395,4.3,9.5,0.449,2.2,2.8,0.778,0.5,3.1,3.7,3.3,1.3,0.2,2,1.8,19.4
2018,417,Zhou Qi,C,22,HOU,18,0,124,1.7,9.3,0.188,0.6,5.5,0.105,1.2,3.8,0.308,2.3,3.5,0.667,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4,RIO,22,24,19,621,6,11.7,0.51,1.6,4.9,0.333,4.3,6.8,0.636,1.8,3.2,0.564,2.6,6.1,8.7,1.5,0.8,3.2,2.5,3.9,15.4
2018,419,Ivan Rabb,PF,20,MEM,36,5,516,6,10.6,0.566,0,0,NA,6,10.6,0.566,2,2.5,0.806,3.7,7.3,11,2.2,0.8,0.9,2.4,3.8,14,MEM,20,18,13,502,7.8,13.8,0.565,0.4,0.7,0.5,7.5,13.1,0.568,3.7,4.9,0.75,4.1,8.1,12.2,2.7,1.1,2.2,2.2,3.4,19.6
2018,424,Davon Reed,SG,22,PHO,21,1,242,3.3,11.3,0.289,1.6,5.7,0.289,1.6,5.7,0.289,1.2,1.8,0.667,0.3,5.5,5.8,1.9,1.5,0.3,1.5,2.5,9.4,NAS,22,12,8,303,4.4,13.9,0.316,1.9,6.7,0.286,2.5,7.2,0.344,4,5.1,0.791,0.8,5.8,6.7,4,1,1.1,2.9,3.9,14.7
2018,427,Malachi Richardson,SG,22,TOT,26,4,324,3.3,10,0.333,1.3,4.4,0.3,2,5.6,0.36,1.9,2.4,0.773,0.6,3.2,3.8,1.4,1.1,0.1,1.1,3,9.9,TOT,22,18,14,425,4.5,13.6,0.329,1.9,6.1,0.306,2.6,7.5,0.348,2.5,3,0.857,0.7,5.3,6,2.6,1.9,0.2,2.6,3.3,13.4
2018,439,JaKarr Sampson,SF,24,SAC,22,6,344,4.6,8.5,0.543,0.5,1,0.5,4.1,7.4,0.549,1,1.7,0.625,2.2,6,8.2,0.9,0.8,2.3,0.8,5,10.8,REN,24,35,33,1003,9.1,17.8,0.511,0.5,1.6,0.295,8.6,16.2,0.532,3.8,5,0.77,1.4,7.5,8.9,1.1,1.3,1.1,2,3.2,22.5
2018,452,Kobi Simmons,PG,20,MEM,32,12,643,4.5,10.6,0.423,0.6,2.2,0.282,3.9,8.4,0.46,1.4,1.4,1,0.8,2,2.8,3.8,1,0.3,2.5,3.4,11,MEM,20,26,26,804,6.2,14.2,0.437,1.3,3.7,0.361,4.9,10.5,0.464,3.8,5,0.766,0.9,2.1,3.1,4.5,1.2,0.3,3,3.3,17.6
2018,467,Caleb Swanigan,PF,20,POR,27,3,189,4.6,11.4,0.4,0.2,1.5,0.125,4.4,9.9,0.442,2.3,3.4,0.667,2.9,7.4,10.3,2.7,1,0.6,3.4,7,11.6,CAN,20,14,12,424,6.5,13.1,0.5,0.7,2.2,0.308,5.9,10.9,0.539,3.1,4.7,0.673,3.6,10.5,14.1,3.1,1.3,1.1,3.3,3.5,16.9
