Season,Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,Malcolm Miller,MAI,25,22,0,278,3,8.5,0.348,1.2,4.9,0.237,1.8,3.6,0.5,1.2,1.4,0.818,2.1,5.4,7.5,1.6,1,0.1,1.3,2.2,8.3
2017,Patrick Miller,TOT,24,47,29,1468,6.6,13.9,0.477,0.7,2.2,0.319,5.9,11.7,0.507,4.7,6,0.776,1.1,2.6,3.7,5.6,1.5,0.4,2.5,2.5,18.7
2017,Shonn Miller,SWR,23,45,9,703,4.6,9.2,0.494,0.5,1.8,0.286,4,7.4,0.545,1.8,2.9,0.625,2.5,5.5,8,1,1.6,1.5,1.4,5.3,11.4
2017,Elijah Millsap,NAS,29,50,50,1838,6.5,15.1,0.429,1.4,4.6,0.304,5.1,10.5,0.485,5,6.8,0.732,1.3,6.4,7.7,3.9,2,0.5,3.1,3.8,19.4
2017,Akil Mitchell,LIN,24,4,4,115,5,13.1,0.381,0.3,3.1,0.1,4.7,10,0.469,0,0.6,0,3.1,5.3,8.5,3.4,0.9,1.3,2.2,2.2,10.3
2017,Egidijus Mockevicius,LIN,24,35,24,741,5.7,11.3,0.502,0.1,0.9,0.111,5.6,10.4,0.535,1.8,3.4,0.536,4.9,8.6,13.5,2.6,1.5,1.4,3.1,5,13.3
2017,Luis Montero,TOT,23,49,15,1180,4.7,11.5,0.406,1.9,5.7,0.328,2.8,5.8,0.482,1.9,2.5,0.768,1.3,8,9.3,3.1,1.6,1,2.6,4.1,13.1
2017,J.J. Moore,LIN,25,46,23,1219,7.6,15.3,0.497,1.4,4.5,0.322,6.1,10.8,0.57,3.1,4.2,0.739,2.1,2.6,4.8,1.6,1.2,0.5,1.4,2.7,19.7
2017,Yanick Moreira,RAP,25,48,7,908,6,12.6,0.473,0,0.1,0,6,12.6,0.476,3.5,5.1,0.695,4,7.9,11.9,2.8,1.1,0.9,2,4.2,15.5
2017,Eric Moreland,CAN,25,44,41,1469,6.1,10.8,0.561,0,0.1,0.333,6,10.7,0.563,1.7,4.5,0.377,3.5,9.7,13.2,3,1.8,2.9,2.6,3.9,13.8
2017,Darius Morris,RIO,26,47,39,1585,7.1,15.8,0.447,2.1,6.5,0.33,4.9,9.3,0.529,5.1,6.2,0.824,0.9,3.7,4.6,6.9,1.3,0,3.4,2.2,21.4
2017,Boubacar Moungoro,OKL,22,43,0,410,3.8,11.2,0.339,2.8,9,0.311,1,2.1,0.458,0.6,0.9,0.7,0.4,3.3,3.8,1.3,1.1,0.3,1.1,3.4,11
2017,Xavier Munford,SWR,24,30,30,1116,6.2,14.8,0.421,1.4,4.4,0.316,4.8,10.4,0.466,4,5,0.806,0.5,4.1,4.6,5.1,1,0.3,3.5,3,17.9
2017,Kevin Murphy,GRR,26,45,36,1522,8,17.9,0.445,3.4,8.1,0.414,4.6,9.8,0.471,5.3,6.5,0.808,0.9,5.3,6.2,1.6,1,0.1,2.7,3.2,24.6
2017,Dejounte Murray,AUS,20,15,15,527,7,15.9,0.442,0.5,3.1,0.156,6.6,12.8,0.511,3.1,4.4,0.703,1.3,6.8,8.1,6.4,2,0.1,5.2,2.9,17.6
2017,Abdel Nader,MAI,23,40,40,1340,7.9,17.7,0.447,2.7,7.6,0.349,5.3,10.1,0.521,4.4,5.5,0.794,0.8,5.9,6.7,4.2,1.1,0.9,3.9,2.7,22.9
2017,Le'Bryan Nash,RIO,24,27,4,517,5,13.4,0.373,1.4,4.3,0.323,3.6,9.1,0.397,4.5,6.3,0.722,1.2,4.7,5.9,2.2,1,0.5,3.1,4,15.9
2017,Maurice Ndour,WES,24,18,18,507,7,14.8,0.469,0.6,2.1,0.276,6.4,12.8,0.5,4.3,5.5,0.779,2.4,6.3,8.7,1.5,1.4,1.8,2.5,3.6,18.7
2017,Gary Neal,TOT,32,9,5,255,8.5,18.5,0.458,1.8,5.4,0.342,6.6,13.1,0.505,5.8,6.5,0.891,0.4,3.7,4.1,2.4,1.4,0,1.8,2.1,24.6
2017,Roberto Nelson,DEL,25,3,0,20,0,7.2,0,0,5.4,0,0,1.8,0,0,0,NA,0,5.4,5.4,5.4,0,0,5.4,7.2,0
2017,Raul Neto,SLS,24,1,1,34,6.4,11.6,0.545,1.1,4.2,0.25,5.3,7.4,0.714,1.1,1.1,1,1.1,8.5,9.5,12.7,1.1,0,0,5.3,14.8
2017,Jeff Newberry,GRR,24,25,0,285,3.8,10.5,0.361,0.5,1.6,0.308,3.3,8.8,0.371,1.4,2.1,0.647,1.1,4.3,5.4,2.8,2.1,0.3,2.3,2,9.5
2017,Georges Niang,FOR,23,6,6,198,8.5,19.1,0.448,1.8,6,0.303,6.7,13.1,0.514,1.8,2.4,0.769,2,5.8,7.8,3.6,1.3,0.4,2.5,3.5,20.7
2017,Wally Niang,LIN,20,5,0,18,2,14,0.143,0,2,0,2,12,0.167,4,4,1,2,6,8,0,0,2,6,12,8
2017,E. Victor Nickerson,FOR,24,14,0,131,1.1,5.5,0.2,0,1.4,0,1.1,4.1,0.267,1.9,3.3,0.583,1.4,4.1,5.5,1.4,1.9,0.3,2.7,7.1,4.1
2017,David Nwaba,LOS,24,40,31,1150,7.2,11.1,0.647,0.1,0.5,0.235,7,10.5,0.668,3.2,5.2,0.612,3.3,5.3,8.6,1.3,1.7,1.4,0.9,3.4,17.6
2017,Daniel Nwaelele,AUS,32,32,7,724,4.7,10,0.47,3.1,6.2,0.5,1.6,3.9,0.423,2,2.4,0.833,0.8,5.1,5.9,2,0.9,0.3,1.6,2.2,14.5
2017,Ike Nwamu,SFL,23,47,13,1152,4.5,11.3,0.397,2.6,7.6,0.342,1.9,3.7,0.508,1.8,2.3,0.806,0.9,3.7,4.7,1.5,1.4,0.2,1.4,3.4,13.4
2017,Chris Obekpa,SAN,23,31,0,468,5.2,9.8,0.535,0,0.1,0,5.2,9.7,0.54,1.8,3.3,0.535,4.9,7.9,12.8,1.8,1.4,5.5,2.1,6.8,12.2
2017,J.J. O'Brien,SLS,24,47,44,1547,4.1,10.6,0.392,1,3,0.336,3.1,7.5,0.415,1.8,2.5,0.725,0.6,3.5,4,2.9,0.9,0.3,1.8,2.1,11.1
2017,Johnny O'Bryant III,NAS,23,25,25,807,7.8,17.1,0.456,1.2,3.3,0.373,6.6,13.8,0.476,3.7,4.7,0.781,2.7,7,9.7,1.8,1.1,0.7,2.4,4.3,20.5
2017,Jon Octeus,WCB,25,41,10,657,4.4,11,0.4,1,2.8,0.373,3.3,8.2,0.409,2.8,4,0.712,1.5,4.5,6.1,4.8,1.2,0.2,1.8,4.2,12.7
2017,Goodluck Okonoboh,RAP,22,7,0,51,4.9,6.4,0.778,0,0,NA,4.9,6.4,0.778,0,1.4,0,5.6,4.2,9.9,1.4,1.4,1.4,4.2,7.1,9.9
2017,Kevin Olekaibe,CAN,24,24,5,413,5.1,13.8,0.373,3.1,8.7,0.35,2.1,5.1,0.414,0.6,0.8,0.778,0.7,2.4,3.1,2,1.6,0.1,2,2.5,13.9
2017,Carl Ona-Embo,SAN,27,6,0,53,2.7,8.2,0.333,2,4.8,0.429,0.7,3.4,0.2,1.4,2,0.667,0,4.1,4.1,4.8,0,0,2,4.1,8.8
2017,Chinanu Onuaku,RIO,20,43,40,1202,7.1,11.3,0.628,0.1,0.2,0.286,7,11.1,0.634,3.4,4.6,0.732,4.6,9.1,13.7,2.8,1.5,2,3.4,5.2,17.6
2017,Reggis Onwukamuche,ERI,24,36,16,571,1.8,4,0.453,0,0.1,0,1.8,4,0.46,1.3,2.7,0.465,3.3,5.1,8.4,0.9,0.4,1.8,2.3,7.3,4.9
2017,Marcus Paige,SLS,23,46,40,1505,4.6,11.5,0.399,2.3,6.5,0.355,2.3,5,0.457,1.8,2.2,0.837,0.5,1.9,2.4,2.4,1,0.3,1.9,2.1,13.3
2017,Bubu Palo,SFL,25,25,24,850,5,11.4,0.44,0.8,2.5,0.345,4.2,8.9,0.467,6.4,8.2,0.782,0.8,3.6,4.4,5.4,1,0,2.5,3.3,17.2
2017,J.J. Panoske,MAI,24,11,0,123,4.4,8.8,0.5,3.5,7.6,0.462,0.9,1.2,0.75,0.3,0.6,0.5,2,3.2,5.3,1.2,0.9,2,3.5,4.4,12.6
2017,Georgios Papagiannis,REN,19,23,20,739,6.9,13.6,0.509,0.1,0.3,0.5,6.8,13.3,0.509,1.4,1.9,0.763,2.7,6.4,9.1,0.5,0.6,2.9,2.1,3.4,15.4
2017,Jannero Pargo,OKL,37,25,0,572,6.5,17.1,0.379,4.3,11,0.394,2.1,6.1,0.351,1.6,1.8,0.897,0.1,2.9,3,5.1,1.3,0,3.7,2.4,18.9
2017,Lamar Patterson,REN,25,28,27,1003,7.7,17.8,0.431,2.3,6.7,0.339,5.4,11.1,0.487,6.6,8.4,0.782,1.2,5.1,6.3,4.7,2,0.2,3.5,2.7,24.2
2017,Cameron Payne,TOT,22,5,3,131,9.3,22.8,0.41,3.3,10.4,0.316,6,12.4,0.489,3.3,4.4,0.75,0.3,5.2,5.5,8,2.5,0,1.6,2.5,25.3
2017,Gary Payton II,RIO,24,49,49,1603,6.2,12.4,0.498,1.6,5.3,0.307,4.5,7,0.644,1.6,2.3,0.699,2,5.2,7.2,3.6,2.2,0.7,1.7,2.9,15.6
2017,Johan Petro,SFL,NA,2,0,10,3.6,14.4,0.25,0,0,NA,3.6,14.4,0.25,0,0,NA,0,3.6,3.6,3.6,3.6,0,0,7.2,7.2
2017,John Petrucelli,ERI,24,32,12,673,3.4,7.7,0.444,0.5,1.5,0.321,2.9,6.2,0.474,2.2,3,0.732,1.3,4,5.3,2.2,1.4,0.5,1.7,4.3,9.5
2017,Marshall Plumlee,WES,24,15,15,461,5.3,9.4,0.562,0,0,NA,5.3,9.4,0.562,3.8,6.2,0.62,3.4,7.3,10.7,0.9,0.7,1.5,2.8,3.1,14.4
2017,Jakob Poeltl,RAP,21,2,2,67,7.5,13.4,0.56,0,0.5,0,7.5,12.9,0.583,2.1,5.4,0.4,4.8,9.1,14,1.1,1.1,3.2,1.6,4.3,17.2
2017,Dwayne Polee Jr.,LIN,25,22,0,287,5.3,12.4,0.424,0.9,2.5,0.35,4.4,9.9,0.443,4.3,5.4,0.791,1.9,5,6.9,0.6,2.5,1,2.9,3.8,15.7
2017,Bobby Portis,WCB,21,1,1,39,11.1,22.2,0.5,0.9,3.7,0.25,10.2,18.5,0.55,6.5,7.4,0.875,5.5,2.8,8.3,2.8,0.9,2.8,2.8,3.7,29.5
2017,Marcus Posley,SFL,22,47,17,1169,4.8,13.7,0.351,3,8.5,0.356,1.8,5.2,0.341,1.5,2,0.727,0.3,2.6,2.9,3,1.4,0.1,2.1,2.2,14.1
2017,Alex Poythress,FOR,23,46,45,1430,8.3,15.7,0.528,0.8,1.9,0.403,7.5,13.8,0.546,4,5.1,0.783,2.9,5.2,8.2,1.7,0.9,1.6,3.1,4.5,21.4
2017,Phil Pressey,SAN,25,46,45,1534,6.7,16.9,0.395,2.5,7.5,0.33,4.2,9.4,0.446,3.6,4.7,0.77,0.8,4.9,5.7,8.7,2.3,0.2,3.7,2.2,19.5
2017,T.J. Price,ERI,23,49,47,1559,5.7,13.4,0.427,1.5,4.3,0.356,4.2,9,0.46,2.9,3.3,0.862,0.4,3.1,3.6,3.1,2.1,0.3,2.5,3.9,15.8
2017,Taurean Prince,LIN,22,5,3,142,10.1,20.3,0.5,2,5.3,0.381,8.1,15,0.542,3.8,5.3,0.714,1.5,8.1,9.6,2.8,2,1,3.5,3.8,26.1
2017,Tim Quarterman,TOT,22,22,14,678,5,13.9,0.364,1,4.7,0.216,4,9.2,0.439,2,2.7,0.725,1.7,5.6,7.3,8.3,2,0.4,4.2,2.7,13.1
2017,Jordan Railey,DEL,24,2,0,31,7,9.3,0.75,0,0,NA,7,9.3,0.75,0,2.3,0,2.3,4.6,7,1.2,2.3,3.5,1.2,8.1,13.9
2017,Brandis Raley-Ross,ERI,29,8,3,154,3,6.5,0.464,0.9,2.8,0.333,2.1,3.7,0.563,0.7,0.7,1,0.7,3,3.7,2.1,0.7,0,0.9,4.4,7.7
2017,Chasson Randle,TOT,23,21,21,681,7.5,17.6,0.426,2.9,7,0.417,4.6,10.6,0.433,4.9,6,0.814,0.7,3.2,3.9,4.2,1.2,0.2,3.9,3.8,22.8
2017,Jarelle Reischel,WES,NA,2,0,37,2.9,7.8,0.375,0,2.9,0,2.9,4.9,0.6,1,1.9,0.5,0,5.8,5.8,1.9,2.9,0,1,4.9,6.8
2017,Malachi Richardson,REN,21,11,10,385,6.5,15.1,0.426,2.1,4.7,0.44,4.4,10.5,0.42,6.6,8.7,0.763,0.4,4,4.4,1.5,0.9,0,3.6,3.4,21.6
2017,Da'Shonte Riley,SLS,26,29,14,512,2.9,6.8,0.423,0,0.2,0,2.9,6.6,0.436,0.7,1,0.714,2.2,5.9,8.1,2,0.8,3.2,2.3,6.4,6.5
2017,DeAngelo Riley,IOW,28,24,3,296,4.3,8.4,0.507,0,0.2,0,4.3,8.1,0.522,2.8,4.1,0.676,3,5.5,8.5,2.4,1.2,3.5,3.4,6.1,11.3
2017,Jaleel Roberts,TOT,24,21,0,203,3.9,7.6,0.512,0,0,NA,3.9,7.6,0.512,1.4,1.6,0.889,3.5,6.2,9.8,1.2,0.7,2.3,3.5,6.9,9.2
2017,Nate Robinson,DEL,NA,17,2,440,5.9,13.7,0.429,2.1,5.1,0.419,3.8,8.7,0.434,3,3.9,0.771,0.8,2.4,3.2,5.9,2.5,0.2,2.6,3.6,16.9
2017,Frank Rogers,SWR,23,3,0,20,7.2,10.8,0.667,0,1.8,0,7.2,9,0.8,3.6,5.4,0.667,1.8,3.6,5.4,0,1.8,1.8,1.8,14.4,18
2017,Ismael Romero,GRR,25,18,3,217,6.6,11.8,0.563,0,0,NA,6.6,11.8,0.563,2.5,7,0.357,2.7,6,8.6,1.3,1,1.3,2.8,7.6,15.8
2017,JaKarr Sampson,IOW,23,47,22,1206,8.3,17,0.488,0.8,2.8,0.284,7.5,14.2,0.528,3.8,5.6,0.688,2,6.3,8.2,1.8,1.2,1.1,2.9,4,21.2
2017,Larry Sanders,CAN,28,4,0,77,4.7,12.6,0.37,0,0,NA,4.7,12.6,0.37,1.9,5.1,0.364,5.1,9.8,15,1.4,0,4.7,1.9,5.1,11.2
2017,Wesley Saunders,WCB,23,46,10,1149,4.2,8.7,0.484,0,0.2,0,4.2,8.5,0.496,3.8,4.7,0.808,2.6,5.2,7.9,5.6,1,0.3,2.2,2.2,12.2
2017,Mike Scott,TOT,28,6,4,141,9.2,22.2,0.414,2.6,7.7,0.333,6.6,14.6,0.456,0.3,0.8,0.333,2.8,3.8,6.6,2.6,0.8,1.8,2,4.3,21.2
2017,Wayne Selden,IOW,22,35,21,1070,8,17.9,0.449,2.6,7.3,0.349,5.5,10.6,0.519,3.1,4.8,0.65,1.5,4.1,5.6,3.4,1,0.6,2.8,2.2,21.8
2017,Will Sheehey,RAP,25,38,21,895,6,12.3,0.485,1.5,4.2,0.356,4.5,8.2,0.552,2.3,3.1,0.763,1.4,3.6,5,3.1,1.9,0.2,2.5,3.3,15.8
2017,D.J. Shumpert,LOS,26,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,12,12,0,0,0,0,12,0
2017,Pascal Siakam,RAP,22,5,5,145,8.9,16.4,0.545,1.5,3,0.5,7.4,13.4,0.556,3.2,5,0.65,3.5,7.2,10.7,3.2,2.7,2,2.5,3,22.6
2017,Xavier Silas,NAS,29,40,32,1249,5.7,13.4,0.427,3.5,8.6,0.405,2.2,4.8,0.467,2.8,3.2,0.882,0.7,2.7,3.3,0.9,1,0.1,1.5,3.2,17.8
2017,Marcus Simmons,GRR,29,25,6,589,3.2,7.6,0.427,0.7,2.2,0.306,2.6,5.4,0.477,1,1.7,0.63,1.9,3.4,5.3,1.7,1,0.6,1.6,3.9,8.2
2017,Mark Simmons,LOS,NA,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2017,Patrick Simon,SLS,24,2,0,9,4,32,0.125,4,28,0.143,0,4,0,0,0,NA,0,0,0,0,0,0,0,8,12
2017,Henry Sims,SLS,26,25,23,764,6.8,14.9,0.459,0.6,1.6,0.343,6.3,13.2,0.473,5.8,7.5,0.769,3.3,7.6,10.9,2.2,1.1,1,3.4,5,20
2017,Satnam Singh,TEX,21,8,0,43,2.5,7.5,0.333,0,0,NA,2.5,7.5,0.333,5.9,9.2,0.636,3.3,5,8.4,0.8,0.8,0,3.3,8.4,10.9
2017,EJ Singler,RAP,26,48,35,1355,3.9,9.5,0.404,2,5.6,0.355,1.9,3.9,0.473,1.6,1.9,0.836,0.7,4.5,5.3,3.2,0.9,0.4,2.1,2.8,11.3
2017,D'Vauntes Smith-Rivera,TOT,24,7,0,69,3.7,13.6,0.269,0.5,5.7,0.091,3.1,7.8,0.4,1.6,2.6,0.6,1,4.2,5.2,2.6,1,0,3.7,1.6,9.4
2017,Joshua Smith,RIO,24,44,8,620,8.4,13.1,0.637,0,0.1,0,8.4,13.1,0.64,4.8,6.9,0.695,5.9,6.4,12.3,2.3,1.6,1.2,3.5,7.2,21.5
2017,Kenneth Smith,LOS,24,47,5,1049,3.6,10.8,0.333,1.1,4.2,0.264,2.5,6.7,0.376,2.2,3.1,0.719,1.1,4,5.1,6.3,2.3,0.1,2.9,2.8,10.5
2017,Roscoe Smith,TOT,25,42,13,891,6.6,12.6,0.524,0.2,1.1,0.214,6.3,11.4,0.555,4.1,6.1,0.664,3.4,4.8,8.2,0.5,1.1,1.1,2,3,17.5
2017,Russ Smith,DEL,25,25,22,705,7.8,17.9,0.436,1.5,5.1,0.29,6.3,12.8,0.494,4.7,5.6,0.836,1.3,3.2,4.5,7.9,2.6,0.2,3.8,3.7,21.8
2017,James Southerland,SAN,26,35,28,945,6.7,14.3,0.465,3.5,9,0.392,3.1,5.3,0.59,1.4,2,0.717,1.4,6.9,8.3,1.2,1.4,1.6,1,3.4,18.3
2017,Tiago Splitter,DEL,32,2,2,28,6.4,15.4,0.417,0,0,NA,6.4,15.4,0.417,3.9,6.4,0.6,3.9,10.3,14.1,2.6,1.3,1.3,2.6,5.1,16.7
2017,Keith Steffeck,SAN,27,1,0,15,4.8,12,0.4,4.8,9.6,0.5,0,2.4,0,0,0,NA,2.4,0,2.4,4.8,4.8,0,4.8,9.6,14.4
2017,Deshawn Stephens,LOS,NA,10,1,189,6.7,11,0.603,0,0.6,0,6.7,10.5,0.636,1.9,3.2,0.588,5.5,5,10.5,1,0.6,1.3,1.1,3.8,15.2
2017,Daniel Stewart,AUS,25,35,20,509,3.1,5.7,0.543,0,0,NA,3.1,5.7,0.543,2.3,3.4,0.688,2.9,5.7,8.6,1.4,1.1,0.4,2.6,6.1,8.6
2017,David Stockton,REN,25,15,13,527,6.1,14.4,0.422,2.1,5.5,0.388,4,8.9,0.443,2.5,3.2,0.787,1.1,3.8,4.9,5.4,1.5,0.2,2.6,3.3,16.8
2017,Diamond Stone,TOT,19,13,2,282,10.3,21.1,0.491,1.3,3.4,0.37,9.1,17.6,0.514,4.9,5.9,0.826,3.6,8,11.6,1.4,0.8,1.5,4.5,5.7,26.8
2017,Julyan Stone,FOR,28,33,31,1144,2.9,7.2,0.399,1.1,3.3,0.346,1.7,3.9,0.444,1.4,2,0.677,0.7,5.5,6.2,8.9,1.4,1,2.8,3,8.2
2017,Rasheed Sulaimon,SWR,22,49,34,1649,5.1,11.7,0.438,1.7,4.8,0.352,3.4,6.9,0.498,2.4,3.1,0.768,0.7,3.4,4.1,3.4,1.4,0.1,2,3,14.3
2017,Jared Sullinger,RAP,24,2,2,55,7.9,19.6,0.4,2.6,5.9,0.444,5.2,13.7,0.381,3.9,5.2,0.75,3.9,12.4,16.4,3.3,0,0,2,4.6,22.3
2017,Kaleb Tarczewski,OKL,23,43,1,1097,5,7.9,0.628,0,0,NA,5,7.9,0.628,4.1,5.6,0.727,3.4,6.8,10.3,0.8,0.4,1,1.8,3.6,14.1
2017,Walter Tavares,RAP,24,48,41,1134,6.8,11.5,0.591,0,0.1,0,6.8,11.4,0.594,2.5,3.6,0.714,4.4,7.4,11.8,2.2,1.2,4.2,2.7,4.8,16.1
2017,Isaiah Taylor,RIO,22,25,19,872,7.3,14.1,0.515,1.8,3.9,0.457,5.5,10.2,0.536,5.3,6.5,0.816,0.6,2.4,3.1,6.2,0.7,0.1,2.5,2.9,21.6
2017,Jermaine Taylor,SLS,30,45,18,1140,7.9,16.9,0.465,2.1,6.3,0.333,5.8,10.6,0.543,2.4,3.6,0.658,1.1,3.3,4.4,1.9,1.4,0.4,2.7,2.9,20.2
2017,Marquis Teague,FOR,23,12,1,311,5.9,14.6,0.405,1,3,0.346,4.9,11.6,0.42,3.8,4.7,0.805,0.3,2.3,2.7,6.7,0.7,0.1,2.2,3.1,16.7
2017,JT Terrell,RAP,25,1,0,9,0,8,0,0,4,0,0,4,0,8,8,1,0,0,0,4,0,0,8,8,8
2017,Naadir Tharpe,DEL,25,1,0,27,5.3,14.7,0.364,4,8,0.5,1.3,6.7,0.2,0,0,NA,0,4,4,6.7,0,0,2.7,5.3,14.7
2017,Aaron Thomas,WCB,25,43,27,1130,7.8,17.5,0.449,1.4,4.4,0.312,6.5,13.1,0.495,2.7,3.5,0.766,0.5,4.4,4.8,2.2,1.1,0.2,2,1.9,19.8
2017,Joe Thomasson,ERI,NA,3,0,65,4.4,7.8,0.571,1.7,2.8,0.6,2.8,5,0.556,0,0,NA,1.7,3.9,5.5,4.4,1.1,1.1,2.2,2.2,10.5
2017,Shaquille Thomas,AUS,24,5,0,14,2.6,2.6,1,0,0,NA,2.6,2.6,1,2.6,2.6,1,0,5.1,5.1,2.6,0,0,0,5.1,7.7
2017,Hollis Thompson,AUS,25,16,7,426,7.3,15,0.486,2.1,4.8,0.439,5.2,10.1,0.508,2.8,3.5,0.786,1.4,5.2,6.5,1.8,0.9,0.6,1.7,4.1,19.4
2017,Mychel Thompson,SAN,28,27,4,560,2.7,9.3,0.29,1.8,5.5,0.329,0.9,3.9,0.233,1,1.5,0.696,0.6,3.8,4.4,2.5,1.3,0.6,1,3.7,8.2
2017,Shevon Thompson,ERI,23,17,3,362,8.7,15.5,0.558,0,0,NA,8.7,15.5,0.558,3.2,4.8,0.667,6,6.7,12.6,0.6,1.1,0.6,3.8,4.4,20.5
2017,Jarvis Threatt,RIO,23,41,2,673,6.7,16.4,0.407,0.7,3.6,0.194,6,12.8,0.467,5.2,8.2,0.641,1.3,3.5,4.8,4,1.3,0.2,3,2.2,19.3
2017,Mike Tobey,SWR,22,35,25,936,6.7,12.9,0.516,0.4,2.2,0.196,6.2,10.7,0.581,2.4,3.3,0.729,4.3,7.8,12.2,1.3,1.1,1.8,2.3,4,16.1
2017,J.P. Tokoto,RIO,23,43,33,1436,5.5,11.2,0.49,1.5,4.3,0.337,4,6.8,0.586,2.3,3.3,0.682,1.3,4.8,6.1,3,2.6,0.6,1.7,3.2,14.6
2017,Axel Toupane,RAP,24,36,13,993,6.1,13.2,0.463,1.3,3.8,0.346,4.8,9.5,0.51,7.4,9.2,0.806,0.4,4.9,5.3,4.7,1.5,0.2,3.6,3.8,21
2017,Jabril Trawick,SFL,24,37,18,931,6.1,12.5,0.485,1.4,3.7,0.368,4.7,8.9,0.533,4.9,6.6,0.749,1.1,3.7,4.8,3.9,1.2,0.5,2.9,4.6,18.4
2017,Travis Trice III,WES,24,9,9,320,7.2,16.1,0.448,1.8,3.5,0.516,5.4,12.6,0.429,5.2,5.7,0.902,0.7,2.9,3.6,6.5,0.9,0,1.8,1.7,21.4
2017,Brandon Triche,TOT,25,48,12,926,4.6,10.8,0.428,1.4,3.7,0.365,3.3,7.1,0.462,2.2,3,0.75,0.9,3.1,4,3.3,1,0.3,1.9,3.3,12.8
2017,Dakarai Tucker,SLS,22,1,0,35,2.1,9.3,0.222,0,4.1,0,2.1,5.1,0.4,2.1,4.1,0.5,1,0,1,0,2.1,0,1,1,6.2
2017,Ralston Turner,SWR,25,37,3,448,4.3,10.2,0.425,3.1,7.5,0.409,1.3,2.7,0.471,1.4,1.9,0.708,1,3.9,4.8,1.1,0.7,0.2,1.8,5.5,13.1
2017,Mark Tyndale,REN,31,39,22,977,1.8,3.6,0.51,0,0.1,0.333,1.8,3.5,0.516,1.3,2.1,0.586,2.4,6,8.4,4.9,1.9,0.2,2.1,2.4,5
2017,Tyler Ulis,NAS,21,1,1,36,6,17,0.353,1,4,0.25,5,13,0.385,0,0,NA,1,4,5,9,3,0,4,4,13
2017,Zeke Upshaw,GRR,25,34,13,739,3.5,9.7,0.357,2.7,7.1,0.384,0.7,2.6,0.283,1.1,1.6,0.667,0.9,4.1,5,1.5,0.8,0.3,1,2.9,10.7
2017,Jarrod Uthoff,TOT,23,37,9,902,6.1,12.7,0.484,1.2,2.6,0.462,4.9,10.1,0.49,2.8,3.3,0.855,2.8,6.6,9.4,2.4,1.2,1.4,2.4,2.2,16.3
2017,Robert Vaden,TOT,31,33,5,688,4.5,11.3,0.398,2.9,7.3,0.396,1.6,4,0.403,0.6,0.7,0.846,0.2,3.7,3.9,1.9,1.1,0.3,1.1,4.2,12.5
2017,Denzel Valentine,WCB,23,3,3,118,8.5,17.1,0.5,6.4,11.9,0.538,2.1,5.2,0.412,2.4,2.7,0.889,1.8,7.6,9.5,6.7,1.5,0.3,5.8,3.4,25.9
2017,Fred VanVleet,RAP,22,16,16,518,6.2,15.2,0.406,1.5,3.8,0.407,4.7,11.5,0.406,4.9,5.8,0.843,0.8,3.1,3.9,8.5,1.7,0.1,3.1,2.2,18.8
2017,Rashad Vaughn,WES,20,3,0,50,10.1,21.6,0.467,5,12.2,0.412,5,9.4,0.538,1.4,2.2,0.667,0.7,6.5,7.2,0.7,0.7,0,2.9,0,26.6
2017,Lorrenzo Wade,DEL,31,15,10,422,6.1,12.6,0.486,0.6,1.9,0.318,5.5,10.7,0.516,2,3.2,0.632,2,3.2,5.2,1.6,1.5,0.4,1.8,3.6,14.9
2017,Mardracus Wade,TOT,25,14,2,313,2.3,5.8,0.4,0.8,2.3,0.35,1.5,3.5,0.433,2.8,3.5,0.8,0.2,1.7,2,2.3,1.4,0.3,1.4,4.4,8.2
2017,Von Wafer,TOT,31,31,3,758,8.6,17.3,0.497,2.2,4.8,0.451,6.4,12.4,0.515,2,2.9,0.694,0.1,3.9,4,2.3,0.9,0.6,3,2.5,21.4
2017,Anthony Walker,FOR,23,3,0,17,2.1,10.6,0.2,0,0,NA,2.1,10.6,0.2,4.2,4.2,1,2.1,4.2,6.4,0,0,2.1,0,4.2,8.5
2017,Henry Walker,SFL,29,25,5,537,6.9,18,0.384,5.4,14,0.388,1.5,4,0.373,2.3,2.7,0.829,0.5,6.5,7,2.5,1.6,1.3,1.7,4.8,21.5
2017,Chris Walker,RIO,22,47,4,622,5.8,9.9,0.585,0.1,0.3,0.333,5.7,9.5,0.594,4.3,5.8,0.733,4.5,6,10.5,1.5,1.4,2.4,2.2,5.2,16
2017,Devondrick Walker,TOT,24,48,17,1277,5.6,12,0.466,2.8,6.9,0.406,2.8,5.2,0.546,2.2,2.4,0.929,0.6,3.2,3.7,1.8,1,0.3,1.7,3,16.2
2017,Thomas Walkup,WCB,24,40,23,978,4.3,9.3,0.457,0.8,2.9,0.282,3.5,6.5,0.534,1.8,2.1,0.845,1.1,4.6,5.8,5,1.5,0.2,1.5,3.3,11.2
2017,Tyrone Wallace,SLS,22,38,15,1020,7.3,16.2,0.452,0.5,2.2,0.242,6.8,14,0.485,4.6,6.5,0.697,0.8,4.4,5.2,4.9,1.8,0.4,3.3,3.4,19.8
