Season,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,337,JaVale McGee,C,31,LAL,75,62,1671,8.6,13.8,0.624,0,0.3,0.083,8.6,13.6,0.634,2.1,3.3,0.632,4.2,8,12.2,1.1,1,3.2,2.3,4.5,19.3
2019,338,Rodney McGruder,SG,27,MIA,66,45,1550,4.3,10.7,0.403,1.8,5.2,0.351,2.5,5.5,0.453,1.2,1.7,0.722,1.4,4.1,5.5,2.6,0.8,0.3,1.5,2.7,11.7
2019,339,Alfonzo McKinnie,SF,26,GSW,72,5,1003,4.8,9.9,0.487,1.5,4.2,0.356,3.3,5.6,0.586,1,1.7,0.563,2.9,6,8.9,1.1,0.6,0.5,1.1,4.8,12.1
2019,340,Ben McLemore,SG,25,SAC,19,0,158,5.7,14.6,0.391,3.9,9.3,0.415,1.8,5.2,0.348,1.8,2.7,0.667,0.7,3.2,3.9,0.9,1.4,0.7,1.1,5,17.1
2019,341,Jordan McRae,SG,27,WAS,27,0,333,6.6,14.1,0.469,1.1,3.8,0.286,5.5,10.3,0.537,3,3.8,0.8,0.6,3.7,4.3,3.2,1.4,0.8,1.6,2.8,17.3
2019,342,Jodie Meeks,SG,31,TOR,8,0,104,7.3,13.5,0.538,2.8,6.2,0.444,4.5,7.3,0.619,0.3,0.3,1,0.3,3.8,4.2,2.8,0.3,0.3,0.7,1.7,17.7
2019,343,Salah Mejri,C,32,DAL,36,4,399,5,10.1,0.491,1,3.1,0.324,4,7,0.564,1.8,2.9,0.625,3.2,8.6,11.8,3.2,0.9,2.3,1.9,5,12.7
2019,344,De'Anthony Melton,PG,20,PHO,50,31,984,3.7,9.4,0.391,1.1,3.5,0.305,2.6,5.9,0.441,0.8,1,0.75,0.9,4,4.9,5.8,2.5,0.8,2.7,4.1,9.1
2019,345,Chimezie Metu,PF,21,SAS,29,0,145,4.7,14.4,0.328,0,0.5,0,4.7,13.9,0.339,3.2,4.2,0.765,2.2,6.7,8.9,3.2,1.5,0.5,3.7,3.5,12.7
2019,346,Khris Middleton,SF,27,MIL,77,77,2393,7.6,17.3,0.441,2.7,7.1,0.378,4.9,10.1,0.485,3.2,3.9,0.837,0.8,6.2,6.9,5,1.2,0.1,2.6,2.6,21.2
2019,347,C.J. Miles,SF,31,TOT,53,1,856,4.7,13.1,0.36,2.8,8.5,0.33,1.9,4.5,0.417,2,2.4,0.828,0.5,3.4,4,1.5,1.1,0.6,1.3,3.3,14.3
2019,348,Darius Miller,SF,28,NOP,69,15,1757,3.9,9.9,0.39,2.7,7.5,0.365,1.1,2.5,0.467,1.1,1.5,0.789,0.3,2.3,2.6,3,0.8,0.5,1.2,3.4,11.6
2019,349,Malcolm Miller,SF,25,TOR,10,0,67,5.9,14,0.423,5.4,11.3,0.476,0.5,2.7,0.2,1.6,2.1,0.75,0.5,2.1,2.7,0.5,0.5,0.5,0.5,2.7,18.8
2019,350,Patty Mills,PG,30,SAS,82,1,1908,5.3,12.5,0.425,3,7.6,0.394,2.3,4.9,0.475,1.7,1.9,0.854,0.5,3,3.4,4.6,0.9,0.2,1.8,2.4,15.3
2019,351,Paul Millsap,PF,33,DEN,70,65,1895,6.1,12.6,0.484,1.1,3,0.365,5,9.6,0.522,3.4,4.7,0.727,2.9,6.7,9.6,2.7,1.6,1,1.8,3.5,16.8
2019,352,Shake Milton,SG,22,PHI,20,0,268,4.6,11.7,0.391,1.9,5.9,0.318,2.7,5.8,0.465,0.7,0.9,0.714,1.2,3.5,4.7,2.4,1.1,1.1,0.8,3.9,11.7
2019,353,Nikola Mirotić,PF,27,TOT,46,25,1245,6.9,15.7,0.439,3.4,9.2,0.365,3.5,6.5,0.545,3,3.6,0.847,1.7,8.1,9.8,1.6,0.9,1,1.4,3.1,20.2
2019,354,Donovan Mitchell,SG,22,UTA,77,77,2598,9.2,21.2,0.432,2.6,7.2,0.362,6.6,14,0.468,4.4,5.5,0.806,0.8,3.6,4.4,4.5,1.5,0.4,3,2.9,25.3
2019,355,Naz Mitrou-Long,SG,25,UTA,14,0,84,2.6,8.6,0.3,0.9,4.7,0.182,1.7,3.9,0.444,0.9,0.9,1,0.4,2.1,2.6,6.4,0.4,0.4,3.4,4.3,6.9
2019,356,Malik Monk,SG,20,CHO,73,0,1258,6.5,16.8,0.387,3.1,9.4,0.33,3.4,7.3,0.461,2.6,2.9,0.882,0.5,3.5,3.9,3.3,1.1,0.5,2.5,3,18.7
2019,357,Greg Monroe,C,28,TOT,43,2,480,6.9,14.2,0.487,0.1,0.4,0.2,6.8,13.8,0.495,3.4,5.4,0.625,5,7.9,12.9,1.8,1,0.6,2.4,5,17.2
2019,358,E'Twaun Moore,SG,29,NOP,53,36,1463,6.3,13.1,0.481,1.9,4.3,0.432,4.4,8.8,0.506,1.1,1.5,0.763,0.9,2.3,3.1,2.5,1,0.2,1.5,2.8,15.6
2019,359,Eric Moreland,PF,27,TOT,5,0,43,2.5,5.9,0.429,0.8,0.8,1,1.7,5,0.333,0,0,NA,3.3,13.4,16.7,3.3,0.8,0.8,4.2,7.5,5.9
2019,360,Jaylen Morris,SG,23,MIL,4,0,29,5,12.4,0.4,1.2,3.7,0.333,3.7,8.7,0.429,1.2,2.5,0.5,0,6.2,6.2,5,2.5,0,1.2,1.2,12.4
2019,361,Marcus Morris,PF,29,BOS,75,53,2091,6.5,14.5,0.447,2.5,6.7,0.375,4,7.8,0.508,2.5,3,0.844,1.3,6.6,7.9,1.9,0.7,0.4,1.6,3.1,18
2019,362,Markieff Morris,PF,29,TOT,58,16,1270,5.8,13.7,0.421,1.9,5.8,0.335,3.9,8,0.484,2,2.6,0.772,1.7,5.8,7.5,2.2,1,0.6,1.5,5,15.5
2019,363,Monte Morris,PG,23,DEN,82,6,1970,6.3,12.8,0.493,1.7,4.1,0.414,4.6,8.7,0.531,1.2,1.5,0.802,0.6,2.9,3.5,5.4,1.3,0.1,1,1.9,15.6
2019,364,Donatas Motiejūnas,PF,28,SAS,3,0,13,8.3,16.6,0.5,0,0,NA,8.3,16.6,0.5,0,5.5,0,5.5,2.8,8.3,2.8,0,2.8,8.3,16.6,16.6
2019,365,Johnathan Motley,PF,23,LAC,22,0,156,9,16.8,0.534,0,0.7,0,9,16.2,0.557,5.5,9.2,0.6,4.2,7.6,11.8,2.5,1.2,0.7,3.7,6.2,23.5
2019,366,Emmanuel Mudiay,PG,22,NYK,59,42,1607,7.4,16.6,0.446,1.5,4.7,0.329,5.8,11.9,0.492,3.2,4.2,0.774,0.7,3.7,4.4,5.1,1,0.4,3.1,2.3,19.6
2019,367,Jamal Murray,PG,21,DEN,75,74,2447,7.5,17.3,0.437,2.2,6.1,0.367,5.3,11.2,0.476,2.8,3.3,0.848,1,3.7,4.7,5.3,1,0.4,2.3,2.3,20.1
2019,368,Džanan Musa,SG,19,BRK,9,0,39,8.3,20.3,0.409,0.9,9.2,0.1,7.4,11.1,0.667,0,1.8,0,0.9,3.7,4.6,1.8,1.8,0,3.7,0.9,17.5
2019,369,Mike Muscala,PF,27,TOT,64,10,1306,4,10,0.402,2.5,7.1,0.348,1.5,2.9,0.533,1.9,2.3,0.824,1.6,5.2,6.7,2.1,0.6,1,1.3,3.6,12.4
2019,370,Sviatoslav Mykhailiuk,SF,21,TOT,42,0,440,3.8,11.5,0.329,2.4,7.3,0.326,1.4,4.2,0.333,1,1.6,0.6,0.7,2.2,2.9,3,1.1,0.1,1.7,2,10.9
2019,371,Abdel Nader,SF,25,OKC,61,1,694,4.7,11.2,0.423,1.7,5.2,0.32,3.1,6,0.513,1.4,1.9,0.75,0.7,5.3,6,1,1,0.6,1.3,3.5,12.5
2019,372,Larry Nance Jr.,C,26,CLE,67,30,1795,5,9.6,0.52,0.7,2,0.337,4.3,7.6,0.567,1.9,2.7,0.716,3.4,7.7,11.1,4.3,2,0.8,1.9,3.9,12.6
2019,373,Shabazz Napier,PG,27,BRK,56,2,983,6.2,15.9,0.389,2.8,8.3,0.333,3.4,7.6,0.449,4.2,5.1,0.833,0.7,3,3.7,5.2,1.5,0.6,2.4,2.5,19.4
2019,374,Raul Neto,PG,26,UTA,37,1,474,5.6,12.2,0.46,1.5,4.6,0.333,4.1,7.7,0.535,2.1,2.5,0.848,0.5,4.3,4.7,7.1,1.1,0.3,2.7,3.7,14.9
2019,375,Georges Niang,PF,25,UTA,59,0,516,6,12.6,0.475,3,7.3,0.41,3,5.3,0.566,1.4,1.7,0.833,0.8,5.3,6.1,2.4,0.7,0.4,1.6,4,16.4
2019,376,Joakim Noah,C,33,MEM,42,1,693,5.7,11.1,0.516,0,0.1,0,5.7,11,0.519,4.1,5.7,0.716,3,9.4,12.4,4.6,1,1.6,2.6,5,15.5
2019,377,Nerlens Noel,C,24,OKC,77,2,1055,5.5,9.4,0.587,0,0,NA,5.5,9.4,0.587,1.8,2.7,0.684,4.3,6.8,11.1,1.5,2.3,3.3,1.6,5.7,12.9
2019,378,Dirk Nowitzki,PF,40,DAL,51,20,795,6.1,17,0.359,2.9,9.3,0.312,3.2,7.7,0.415,1.8,2.3,0.78,0.2,6.9,7.2,1.6,0.4,0.8,0.8,3.4,16.9
2019,379,Frank Ntilikina,PG,20,NYK,43,16,904,3.8,11.2,0.337,1.3,4.6,0.287,2.5,6.7,0.371,0.9,1.2,0.767,0.5,3,3.5,4.8,1.2,0.6,2.2,4.1,9.8
2019,380,James Nunnally,SF,28,TOT,15,0,102,4.2,12,0.353,2.8,8.8,0.32,1.4,3.2,0.444,1.4,1.4,1,0,1.8,1.8,2.5,0.4,0,0.4,3.5,12.7
2019,381,Jusuf Nurkić,C,24,POR,72,72,1974,7.7,15.1,0.508,0.1,0.5,0.103,7.6,14.5,0.523,5.1,6.7,0.773,4.4,9.2,13.6,4.2,1.3,1.9,3.1,4.6,20.5
2019,382,David Nwaba,SG,26,CLE,51,14,984,4.6,9.6,0.481,0.9,2.7,0.32,3.7,6.8,0.545,2.1,3.1,0.682,1.5,4.5,6,2,1.3,0.6,1.1,3.9,12.2
2019,383,Royce O'Neale,SF,25,UTA,82,16,1671,3.5,7.4,0.475,1.5,3.8,0.386,2,3.6,0.569,0.7,0.9,0.762,0.5,5.7,6.1,2.7,1.2,0.5,1.5,3.7,9.2
2019,384,Kyle O'Quinn,C,28,IND,45,3,371,6.7,13.2,0.507,0.1,1.2,0.083,6.6,12,0.548,1.6,2,0.81,2.8,8.7,11.5,5.4,0.9,2.4,3,6.6,15.1
2019,385,Semi Ojeleye,PF,24,BOS,56,3,594,4.1,9.6,0.424,1.7,5.4,0.315,2.4,4.2,0.565,1.5,2.4,0.615,1.5,3.8,5.2,1.4,0.6,0.2,1.2,2.6,11.3
2019,386,Jahlil Okafor,C,23,NOP,59,24,935,8.2,13.9,0.586,0,0.2,0.2,8.1,13.7,0.591,2.3,3.4,0.663,3.2,7.5,10.7,1.5,0.6,1.5,2,3.7,18.6
2019,387,Elie Okobo,PG,21,PHO,53,16,958,4.3,10.9,0.393,1.5,5,0.295,2.8,5.9,0.475,1.4,1.8,0.787,0.5,3.2,3.7,4.8,1.2,0.3,2.6,4.1,11.4
2019,388,Josh Okogie,SG,20,MIN,74,52,1757,4,10.4,0.386,1.2,4.4,0.279,2.8,6,0.464,2.4,3.3,0.728,0.8,3.6,4.5,1.9,1.8,0.7,1.3,3.4,11.7
2019,389,Victor Oladipo,SG,26,IND,36,36,1147,7.8,18.5,0.423,2.3,6.8,0.343,5.5,11.7,0.47,3.2,4.4,0.73,0.7,5.7,6.3,5.8,1.9,0.3,2.6,2.3,21.2
2019,390,Kelly Olynyk,PF,27,MIA,79,36,1812,5.2,11.2,0.463,2.2,6.3,0.354,2.9,4.9,0.604,3,3.7,0.822,1.4,6,7.5,2.8,1.1,0.7,2.3,3.6,15.6
2019,391,Cedi Osman,SF,23,CLE,76,75,2444,5.3,12.4,0.427,1.9,5.5,0.348,3.4,6.9,0.489,2.1,2.7,0.779,0.7,4.6,5.3,2.9,0.9,0.2,1.7,2.9,14.6
2019,392,Kelly Oubre Jr.,SF,23,TOT,69,19,1935,7,15.7,0.445,2,6.3,0.32,5,9.4,0.53,3.5,4.5,0.775,1.3,4.7,6,1.6,1.6,1.1,1.9,3.4,19.5
2019,393,Zaza Pachulia,C,34,DET,68,3,878,3.5,7.9,0.44,0,0.2,0,3.5,7.7,0.45,4,5.1,0.782,4.1,6.8,10.9,3.7,1.3,0.7,2.3,6.2,10.9
2019,394,Jabari Parker,PF,23,TOT,64,17,1724,7.7,15.6,0.493,1.3,4.1,0.313,6.4,11.6,0.556,2.7,3.8,0.712,1.6,7.1,8.8,3.2,1,0.6,3.2,3,19.4
2019,395,Tony Parker,PG,36,CHO,56,0,1003,7.6,16.6,0.46,0.5,1.8,0.255,7.2,14.8,0.485,3.3,4.5,0.734,0.5,2.5,3,7.4,0.8,0.3,2.7,1.9,19
2019,396,Chandler Parsons,SF,30,MEM,25,3,496,4.9,13.2,0.374,2.1,6.8,0.309,2.8,6.4,0.443,1.6,1.8,0.88,0.3,4.8,5.1,3.1,1.4,0.4,2.3,3.3,13.6
2019,397,Patrick Patterson,PF,29,OKC,63,5,861,3.4,9.2,0.374,1.9,5.7,0.336,1.5,3.4,0.439,0.8,1.3,0.633,1.8,4.4,6.1,1.3,0.7,0.5,0.9,1.9,9.6
2019,398,Justin Patton,C,21,PHI,3,0,21,3.4,12,0.286,0,3.4,0,3.4,8.6,0.4,1.7,3.4,0.5,3.4,6.9,10.3,5.1,3.4,0,0,8.6,8.6
2019,399,Chris Paul,PG,33,HOU,58,58,1857,5.9,14,0.419,2.5,6.9,0.358,3.4,7.1,0.479,3.4,3.9,0.862,0.7,4.4,5.1,9.2,2.2,0.3,2.9,2.8,17.6
2019,400,Cameron Payne,PG,24,TOT,40,13,712,4.9,11.3,0.43,1.3,4.2,0.298,3.6,7,0.511,1.7,2.1,0.805,0.7,3,3.6,5.4,1.4,0.5,2.3,3.2,12.6
2019,401,Elfrid Payton,PG,24,NOP,42,42,1250,5.2,11.9,0.434,1,3,0.314,4.2,8.8,0.476,1.6,2.1,0.743,1.4,4.9,6.3,9.2,1.3,0.5,3.2,2.3,12.8
2019,402,Gary Payton II,PG,26,WAS,3,0,16,11.3,18,0.625,2.3,4.5,0.5,9,13.5,0.667,0,0,NA,2.3,2.3,4.5,9,6.8,2.3,2.3,4.5,24.8
2019,403,Theo Pinson,SG,23,BRK,18,0,211,4.3,12.5,0.342,2,7.8,0.261,2.2,4.6,0.481,3.2,3.8,0.864,0.7,5.5,6.1,3.6,1,0,3.1,2.6,13.8
2019,404,Mason Plumlee,C,28,DEN,82,17,1731,5.4,9.2,0.593,0,0.2,0.2,5.4,9,0.602,2.3,4.1,0.561,3.4,7.5,10.9,5.1,1.4,1.6,2.6,5.2,13.2
2019,405,Miles Plumlee,C,30,ATL,18,0,173,6.7,10,0.667,0,0,NA,6.7,10,0.667,3.3,6.2,0.533,3.3,4.8,8.1,3.5,1.2,0.8,2.1,2.9,16.6
2019,406,Jakob Poeltl,C,23,SAS,77,24,1273,5.3,8.2,0.645,0,0,NA,5.3,8.2,0.645,1.4,2.6,0.533,5,6.6,11.6,2.6,0.8,1.9,1.4,3.5,12
2019,407,Quincy Pondexter,SF,30,SAS,53,0,292,3.6,7.2,0.5,0.7,2.2,0.333,2.8,4.9,0.575,4.2,5.2,0.81,1,4.7,5.7,3,1.4,0.1,1.6,3,12.1
2019,408,Otto Porter,SF,25,TOT,56,43,1683,6.4,13.8,0.465,2.2,5.5,0.406,4.2,8.3,0.504,1.7,2.1,0.813,1.2,5.6,6.7,2.6,1.8,0.7,1.4,2.3,16.7
2019,409,Bobby Portis,PF,23,TOT,50,28,1299,7.7,17.4,0.444,2.1,5.3,0.393,5.7,12.1,0.467,2.1,2.7,0.794,3,8.1,11.2,2,1,0.6,2.1,4,19.7
2019,410,Dwight Powell,C,27,DAL,77,22,1662,6.3,10.5,0.597,0.8,2.8,0.307,5.4,7.8,0.699,4.2,5.5,0.772,3,5.9,8.9,2.4,1,1.1,1.5,4.4,17.7
2019,411,Norman Powell,SG,25,TOR,60,3,1126,6.2,12.8,0.483,2.2,5.4,0.4,4,7.4,0.543,2,2.4,0.827,0.5,3.9,4.4,2.9,1.2,0.4,2.1,3.1,16.5
2019,412,Alex Poythress,PF,25,ATL,21,1,305,4.7,9.6,0.494,1.1,2.7,0.391,3.7,6.8,0.534,2.1,3.4,0.621,3.4,5.5,9,2,0.5,1.2,1.5,5.5,12.6
2019,413,Zhou Qi,PF,23,HOU,1,0,1,36,36,1,0,0,NA,36,36,1,0,0,NA,0,0,0,0,0,0,0,0,72
2019,414,Ivan Rabb,PF,21,MEM,49,13,721,5.8,10.6,0.547,0.1,0.7,0.2,5.6,9.8,0.574,2.4,3.4,0.71,3.5,6.8,10.3,2.7,0.8,0.7,1.7,4.5,14.2
2019,415,Chasson Randle,PG,25,WAS,49,2,743,4.4,10.5,0.419,2.2,5.6,0.4,2.2,4.9,0.441,2.1,3,0.694,0.5,2.2,2.7,4.7,1.2,0.1,2.1,4.4,13.1
2019,416,Julius Randle,PF,24,NOP,73,49,2232,9.2,17.6,0.524,1.1,3.1,0.344,8.1,14.4,0.564,5.7,7.9,0.731,2.6,7.6,10.2,3.7,0.8,0.7,3.4,4,25.2
2019,417,J.J. Redick,SG,34,PHI,76,63,2379,6.8,15.5,0.44,3.6,9.2,0.397,3.2,6.4,0.502,3.5,3.9,0.894,0.3,2.5,2.8,3.1,0.5,0.3,1.5,2,20.8
2019,418,Davon Reed,SG,23,IND,10,0,47,3.8,9.2,0.417,1.5,3.1,0.5,2.3,6.1,0.375,0,0,NA,1.5,3.1,4.6,2.3,0.8,0,0.8,2.3,9.2
2019,419,Cameron Reynolds,SG,23,MIN,19,0,259,4.6,10.8,0.423,2.9,7.1,0.412,1.7,3.8,0.444,1.1,1.3,0.889,0.6,3.8,4.3,1.8,0.8,0.3,0.7,3.6,13.2
2019,420,Josh Richardson,SG,25,MIA,73,73,2539,6,14.5,0.412,2.3,6.5,0.357,3.7,8,0.458,2.8,3.3,0.861,0.8,3,3.7,4.2,1.1,0.5,1.6,2.8,17.1
2019,421,Malachi Richardson,SG,23,TOR,22,0,103,3.1,10.1,0.31,2.8,8.7,0.32,0.3,1.4,0.25,1.4,1.7,0.8,0.7,3.8,4.5,0,0.3,0,2.8,4.5,10.5
2019,422,Austin Rivers,SG,26,TOT,76,15,2028,4.1,10.2,0.406,1.8,5.8,0.318,2.3,4.3,0.522,0.9,1.7,0.526,0.4,2.4,2.9,3,0.8,0.4,1.2,3.7,11
2019,423,Devin Robinson,SF,23,WAS,7,0,95,7.2,12.1,0.594,0,0.8,0,7.2,11.4,0.633,3.4,5.3,0.643,2.3,5.3,7.6,2.3,1.5,2.3,0.8,4.2,17.8
2019,424,Duncan Robinson,PF,24,MIA,15,1,161,4,10.3,0.391,2.2,7.8,0.286,1.8,2.5,0.727,0.9,1.3,0.667,0.4,3.8,4.2,1.1,1.1,0,0.9,2.5,11.2
2019,425,Glenn Robinson III,SF,25,DET,47,18,610,4.4,10.4,0.42,1.1,3.7,0.29,3.3,6.7,0.491,1.9,2.4,0.8,1,3.2,4.2,1.2,0.8,0.5,1.1,2.7,11.7
2019,426,Jerome Robinson,SG,21,LAC,33,0,320,5,12.4,0.4,2,6.4,0.316,2.9,6,0.491,0.7,1,0.667,0.3,4.3,4.6,2.1,1.2,0.3,1.5,5.2,12.6
2019,427,Mitchell Robinson,C,20,NYK,66,19,1360,5.3,7.7,0.694,0,0,NA,5.3,7.7,0.694,2.1,3.6,0.6,4.7,6.5,11.2,1,1.4,4.3,0.9,5.7,12.8
2019,428,Rajon Rondo,PG,32,LAL,46,29,1369,4.6,11.4,0.405,1.3,3.7,0.359,3.3,7.6,0.428,0.6,0.9,0.639,0.9,5.5,6.4,9.7,1.5,0.2,3.3,2.6,11.1
2019,429,Derrick Rose,PG,30,MIN,51,13,1392,9.4,19.5,0.482,1.4,3.8,0.37,8,15.7,0.509,3.5,4.1,0.856,0.9,2.8,3.6,5.7,0.8,0.3,2.1,1.5,23.7
2019,430,Terrence Ross,SG,27,ORL,81,0,2150,7.4,17.2,0.428,3.6,9.5,0.383,3.7,7.7,0.484,2.1,2.4,0.875,0.5,4.2,4.7,2.3,1.2,0.5,1.5,2,20.5
2019,431,Terry Rozier,PG,24,BOS,79,14,1791,5.2,13.4,0.387,2.4,6.8,0.353,2.8,6.6,0.422,1.5,1.9,0.785,0.6,5.5,6.2,4.6,1.4,0.4,1.4,2,14.2
2019,432,Ricky Rubio,PG,28,UTA,68,67,1899,5.6,13.8,0.404,1.5,4.8,0.311,4.1,9,0.454,3.7,4.3,0.855,0.6,4,4.6,7.9,1.7,0.2,3.4,3.4,16.4
2019,433,D'Angelo Russell,PG,22,BRK,81,81,2448,9.7,22.3,0.434,3.4,9.3,0.369,6.2,13,0.482,2.4,3,0.78,0.8,3.9,4.6,8.3,1.5,0.3,3.7,2.1,25.2
2019,434,Domantas Sabonis,C,22,IND,74,5,1838,8.1,13.7,0.59,0.2,0.3,0.529,7.9,13.4,0.592,4.1,5.7,0.715,3.6,9.9,13.5,4.2,0.9,0.6,3.1,4.7,20.4
2019,435,Brandon Sampson,SG,21,CHI,14,2,214,4.7,10.1,0.467,1.9,4.9,0.379,2.9,5.2,0.548,0.7,1,0.667,0.5,2.2,2.7,1.7,1.3,0.5,2,3.2,11.9
2019,436,JaKarr Sampson,SF,25,CHI,4,0,127,8.2,15.3,0.537,1.4,4,0.357,6.8,11.3,0.6,4.8,6,0.81,1.4,7.7,9.1,1.1,1.1,0.9,1.1,2.3,22.7
2019,437,Dario Šarić,PF,24,TOT,81,41,2023,5.4,12.4,0.437,2.1,5.7,0.365,3.3,6.6,0.499,2.3,2.7,0.88,2.2,5.9,8.1,2.3,0.8,0.2,1.7,3.2,15.3
2019,438,Tomáš Satoranský,PG,27,WAS,80,54,2164,4.3,8.8,0.485,1.1,2.7,0.395,3.2,6.1,0.524,2.2,2.7,0.819,1.4,3.3,4.6,6.6,1.4,0.2,2,2.9,11.8
2019,439,Dennis Schröder,PG,25,OKC,79,14,2314,7.1,17.2,0.414,1.9,5.7,0.341,5.2,11.5,0.45,2.9,3.5,0.819,0.6,3.8,4.4,5,1,0.2,2.7,2.9,19
2019,440,Mike Scott,PF,30,TOT,79,3,1395,4.3,10.8,0.4,2.6,6.5,0.401,1.7,4.3,0.399,0.6,0.9,0.667,1.1,6,7.1,1.7,0.7,0.3,1.1,4,11.8
2019,441,Thabo Sefolosha,SF,34,UTA,50,2,609,4.2,8.8,0.477,2,4.6,0.436,2.2,4.2,0.521,0.8,1.3,0.636,0.5,6.8,7.3,1.6,2.5,0.3,1.5,2.4,11.2
2019,442,Wayne Selden,SG,24,TOT,75,13,1439,4.9,12.1,0.406,1.4,4.4,0.316,3.5,7.7,0.456,1.7,2.3,0.728,0.9,3.6,4.5,2.7,0.8,0.3,2,3.3,12.9
2019,443,Collin Sexton,PG,20,CLE,82,72,2605,7.2,16.7,0.43,1.6,4.1,0.402,5.5,12.6,0.44,3,3.5,0.839,0.8,2.5,3.3,3.4,0.6,0.1,2.6,2.6,18.9
2019,444,Landry Shamet,SG,21,TOT,79,27,1802,4.8,11.1,0.431,3.3,7.9,0.422,1.5,3.2,0.453,1.5,1.9,0.806,0.4,2.3,2.7,2.3,0.7,0.2,0.9,3.1,14.4
2019,445,Iman Shumpert,SG,28,TOT,62,41,1481,4.1,10.8,0.374,2.3,6.6,0.348,1.8,4.2,0.416,0.9,1.1,0.8,0.7,3.8,4.4,2.7,1.4,0.6,1.2,3.1,11.3
2019,446,Pascal Siakam,PF,24,TOR,80,79,2548,7.3,13.4,0.549,1.1,3,0.369,6.2,10.3,0.602,3.3,4.3,0.785,1.8,6,7.8,3.5,1,0.7,2.2,3.4,19.1
2019,447,Jordan Sibert,SG,26,ATL,1,0,4,9,9,1,9,9,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,27
2019,448,Ben Simmons,PG,22,PHI,79,79,2700,7.2,12.8,0.563,0,0.1,0,7.2,12.7,0.566,3.4,5.7,0.6,2.3,7,9.3,8.1,1.5,0.8,3.7,2.8,17.8
2019,449,Jonathon Simmons,SG-SF,29,TOT,56,9,1064,4.5,11.8,0.38,0.9,3.5,0.269,3.6,8.3,0.427,2.4,3.3,0.742,0.9,3.3,4.3,4.3,1,0.5,2.3,3,12.4
2019,450,Kobi Simmons,PG,21,CLE,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
2019,451,Anfernee Simons,SG,19,POR,20,1,141,7.1,16.1,0.444,2.6,7.4,0.345,4.6,8.7,0.529,2.3,4.1,0.563,0.8,2.6,3.3,3.3,0.3,0,2.8,2.3,19.1
2019,452,Marcus Smart,SG,24,BOS,80,60,2200,3.9,9.3,0.422,2.1,5.7,0.364,1.8,3.6,0.511,1.7,2.1,0.806,0.9,2.9,3.8,5.3,2.3,0.5,2,3.3,11.6
2019,453,Dennis Smith Jr.,PG,21,TOT,53,50,1508,6.6,15.5,0.428,1.6,5,0.322,5,10.6,0.477,2.4,3.7,0.635,0.8,2.9,3.7,6,1.6,0.5,3.7,3.1,17.2
2019,454,Ish Smith,PG,30,DET,56,0,1251,5.9,14.1,0.419,1.3,3.9,0.326,4.6,10.2,0.455,1.4,1.8,0.758,0.7,3.5,4.2,5.8,0.8,0.3,1.8,3.1,14.4
2019,455,J.R. Smith,SG,33,CLE,11,4,222,4.4,12.8,0.342,1.9,6.3,0.308,2.4,6.5,0.375,1.3,1.6,0.8,0,2.9,2.9,3.4,1.8,0.5,1.8,3.1,12
2019,456,Jason Smith,PF-C,32,TOT,20,1,190,4,11.2,0.356,1.7,4.9,0.346,2.3,6.3,0.364,2.7,3,0.875,3,6.8,9.9,2.7,0.6,1.3,2.5,5.7,12.3
2019,457,Zhaire Smith,SG,19,PHI,6,2,111,4.5,11,0.412,1.9,5.2,0.375,2.6,5.8,0.444,1.9,2.6,0.75,1,3.2,4.2,3.2,0.6,0.6,1.9,2.6,13
2019,458,Tony Snell,SF,27,MIL,74,12,1304,4.5,10,0.452,2.2,5.6,0.397,2.3,4.3,0.522,1,1.2,0.881,0.8,3.5,4.3,1.9,0.7,0.5,0.6,2.5,12.3
2019,459,Ray Spalding,PF,21,TOT,14,3,148,6.1,11.4,0.532,0,0.7,0,6.1,10.7,0.568,1,2.9,0.333,3.6,8,11.7,1.2,2.2,1.9,2.2,5.6,13.1
2019,460,Omari Spellman,PF,21,ATL,46,11,805,4.4,10.9,0.402,2,5.7,0.344,2.4,5.2,0.466,1.4,2,0.711,3.2,5.5,8.7,2.1,1.2,1.1,1.4,3,12.2
2019,461,Nik Stauskas,SG,25,TOT,68,0,1015,4.8,12,0.402,2.5,6.7,0.372,2.3,5.3,0.44,2,2.3,0.891,0.6,3.9,4.5,2.9,0.7,0.2,1.8,1.8,14.2
2019,462,D.J. Stephens,SG,28,MEM,1,0,7,5.1,10.3,0.5,0,0,NA,5.1,10.3,0.5,0,0,NA,0,0,0,0,5.1,0,5.1,0,10.3
2019,463,Lance Stephenson,SG,28,LAL,68,3,1123,5.9,13.8,0.426,2.3,6.3,0.371,3.6,7.5,0.472,1.6,2.3,0.685,1,5.9,6.9,4.5,1.3,0.2,2.8,3.6,15.7
2019,464,Edmond Sumner,PG,23,IND,23,2,210,3.8,11,0.344,1.2,4.6,0.259,2.6,6.3,0.405,2.6,4.1,0.625,1.5,2.6,4.1,1.7,2.1,0.9,1.7,4.5,11.3
